Student ID,Class,Year,Session,Score,Grader,Problem,gpa_prev,GPTBase,GPTTutor,teacher,n_household_members,class_enjoyment,class_participation_likelihood,n_weekday_study_hours,n_weekend_study_hours,math_hw_completion,hw_help,private_tutorship,visit_training_center,chatgpt_use,Treatment arm,female,education_parent,n_household_children,Honors
110445,11V,11,4,0,7,s4_11_3,0.617949,0,0,teacher_13,5,2,1,0,2,1,1,1,1,0,control,1,5,2,0
110445,11V,11,2,0,2,s2_11_2,0.617949,0,0,teacher_13,5,2,1,0,2,1,1,1,1,0,control,1,5,2,0
110449,10M,10,3,0,6,s3_10_3,0.5995510000000001,1,0,teacher_19,4,1,2,2,2,2,1,1,0,1,vanilla,1,2,2,0
110449,10M,10,1,0.6666666666666666,8,s1_10_1,0.5995510000000001,1,0,teacher_19,4,1,2,2,2,2,1,1,0,1,vanilla,1,2,2,0
110449,10M,10,1,0,8,s1_10_4,0.5995510000000001,1,0,teacher_19,4,1,2,2,2,2,1,1,0,1,vanilla,1,2,2,0
110449,10M,10,3,0.5,6,s3_10_1,0.5995510000000001,1,0,teacher_19,4,1,2,2,2,2,1,1,0,1,vanilla,1,2,2,0
110449,10M,10,2,0,3,s2_10_4,0.5995510000000001,1,0,teacher_19,4,1,2,2,2,2,1,1,0,1,vanilla,1,2,2,0
110449,10M,10,1,0,8,s1_10_3,0.5995510000000001,1,0,teacher_19,4,1,2,2,2,2,1,1,0,1,vanilla,1,2,2,0
110449,10M,10,3,0.75,6,s3_10_2,0.5995510000000001,1,0,teacher_19,4,1,2,2,2,2,1,1,0,1,vanilla,1,2,2,0
110449,10M,10,4,0,6,s4_10_2,0.5995510000000001,1,0,teacher_19,4,1,2,2,2,2,1,1,0,1,vanilla,1,2,2,0
110449,10M,10,4,0,6,s4_10_4,0.5995510000000001,1,0,teacher_19,4,1,2,2,2,2,1,1,0,1,vanilla,1,2,2,0
110449,10M,10,4,0,6,s4_10_3,0.5995510000000001,1,0,teacher_19,4,1,2,2,2,2,1,1,0,1,vanilla,1,2,2,0
110449,10M,10,3,0,6,s3_10_4,0.5995510000000001,1,0,teacher_19,4,1,2,2,2,2,1,1,0,1,vanilla,1,2,2,0
110449,10M,10,2,0.14285714285714285,3,s2_10_1,0.5995510000000001,1,0,teacher_19,4,1,2,2,2,2,1,1,0,1,vanilla,1,2,2,0
110449,10M,10,1,0,8,s1_10_2,0.5995510000000001,1,0,teacher_19,4,1,2,2,2,2,1,1,0,1,vanilla,1,2,2,0
110449,10M,10,2,0.1111111111111111,3,s2_10_2,0.5995510000000001,1,0,teacher_19,4,1,2,2,2,2,1,1,0,1,vanilla,1,2,2,0
110449,10M,10,2,0,3,s2_10_3,0.5995510000000001,1,0,teacher_19,4,1,2,2,2,2,1,1,0,1,vanilla,1,2,2,0
110449,10M,10,4,0.6,6,s4_10_1,0.5995510000000001,1,0,teacher_19,4,1,2,2,2,2,1,1,0,1,vanilla,1,2,2,0
110450,11Ü,11,3,1,4,s3_11_4,0.7014100000000001,0,1,teacher_15,4,2,2,1,2,2,1,1,0,0,augmented,0,8,2,0
110450,11Ü,11,3,0.8,4,s3_11_2,0.7014100000000001,0,1,teacher_15,4,2,2,1,2,2,1,1,0,0,augmented,0,8,2,0
110450,11Ü,11,2,1,2,s2_11_1,0.7014100000000001,0,1,teacher_15,4,2,2,1,2,2,1,1,0,0,augmented,0,8,2,0
110450,11Ü,11,4,0,6,s4_11_4,0.7014100000000001,0,1,teacher_15,4,2,2,1,2,2,1,1,0,0,augmented,0,8,2,0
110450,11Ü,11,2,1,2,s2_11_4,0.7014100000000001,0,1,teacher_15,4,2,2,1,2,2,1,1,0,0,augmented,0,8,2,0
110450,11Ü,11,1,1,3,s1_11_3,0.7014100000000001,0,1,teacher_15,4,2,2,1,2,2,1,1,0,0,augmented,0,8,2,0
110450,11Ü,11,4,0,6,s4_11_1,0.7014100000000001,0,1,teacher_15,4,2,2,1,2,2,1,1,0,0,augmented,0,8,2,0
110450,11Ü,11,3,0.5,4,s3_11_3,0.7014100000000001,0,1,teacher_15,4,2,2,1,2,2,1,1,0,0,augmented,0,8,2,0
110450,11Ü,11,4,0,6,s4_11_3,0.7014100000000001,0,1,teacher_15,4,2,2,1,2,2,1,1,0,0,augmented,0,8,2,0
110450,11Ü,11,2,0.25,2,s2_11_2,0.7014100000000001,0,1,teacher_15,4,2,2,1,2,2,1,1,0,0,augmented,0,8,2,0
110450,11Ü,11,1,1,3,s1_11_1,0.7014100000000001,0,1,teacher_15,4,2,2,1,2,2,1,1,0,0,augmented,0,8,2,0
110450,11Ü,11,1,0.7777777777777778,3,s1_11_4,0.7014100000000001,0,1,teacher_15,4,2,2,1,2,2,1,1,0,0,augmented,0,8,2,0
110450,11Ü,11,1,1,3,s1_11_2,0.7014100000000001,0,1,teacher_15,4,2,2,1,2,2,1,1,0,0,augmented,0,8,2,0
110450,11Ü,11,3,0.1,4,s3_11_1,0.7014100000000001,0,1,teacher_15,4,2,2,1,2,2,1,1,0,0,augmented,0,8,2,0
110450,11Ü,11,2,0,2,s2_11_3,0.7014100000000001,0,1,teacher_15,4,2,2,1,2,2,1,1,0,0,augmented,0,8,2,0
110450,11Ü,11,4,0,6,s4_11_2,0.7014100000000001,0,1,teacher_15,4,2,2,1,2,2,1,1,0,0,augmented,0,8,2,0
110460,11M,11,4,0,6,s4_11_2,0.668231,0,0,teacher_19,4,2,3,4,8,3,1,1,0,0,control,0,8,1,0
110460,11M,11,1,0.125,9&10,s1_11_1,0.668231,0,0,teacher_19,4,2,3,4,8,3,1,1,0,0,control,0,8,1,0
110460,11M,11,4,0,6,s4_11_4,0.668231,0,0,teacher_19,4,2,3,4,8,3,1,1,0,0,control,0,8,1,0
110460,11M,11,3,0,6,s3_11_3,0.668231,0,0,teacher_19,4,2,3,4,8,3,1,1,0,0,control,0,8,1,0
110460,11M,11,2,0,6,s2_11_4,0.668231,0,0,teacher_19,4,2,3,4,8,3,1,1,0,0,control,0,8,1,0
110460,11M,11,3,0.5,6,s3_11_2,0.668231,0,0,teacher_19,4,2,3,4,8,3,1,1,0,0,control,0,8,1,0
110460,11M,11,2,0,6,s2_11_1,0.668231,0,0,teacher_19,4,2,3,4,8,3,1,1,0,0,control,0,8,1,0
110460,11M,11,4,0,6,s4_11_3,0.668231,0,0,teacher_19,4,2,3,4,8,3,1,1,0,0,control,0,8,1,0
110460,11M,11,3,0,6,s3_11_4,0.668231,0,0,teacher_19,4,2,3,4,8,3,1,1,0,0,control,0,8,1,0
110460,11M,11,4,0,6,s4_11_1,0.668231,0,0,teacher_19,4,2,3,4,8,3,1,1,0,0,control,0,8,1,0
110460,11M,11,2,0,6,s2_11_2,0.668231,0,0,teacher_19,4,2,3,4,8,3,1,1,0,0,control,0,8,1,0
